"cd_cvm","nome_companhia"
"003158","CIA TECIDOS NORTE DE MINAS COTEMINAS"
"014133","TEC TOY S.A."
"018490","CLARION S/A AGROINDUSTRIAL"
"015300","RUMO MALHA NORTE S.A."
"011800","WEMBLEY SOCIEDADE ANÔNIMA"
"002062","CAFE SOLUVEL BRASILIA SA"
"015890","MERCANTIL DO BRASIL LEASING SA"
"022012","MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A."
"001155","BANESTES S.A. - BCO EST ESPIRITO SANTO"
"015342","EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A."
"020958","BCO ABC BRASIL S.A."
"012866","INDÚSTRIA VEROLME S.A. - IVESA"
"020508","TAIPE TRANCOSO EMPREENDIMENTOS S/A"
"012840","RIMET EMPREEND. INDS. E COMERCIAIS S/A"
"013781","SAO CARLOS EMPREEND E PARTICIPACOES S.A."
"021121","SUL AMERICA S.A."
"022616","BCO BTG PACTUAL S.A."
"013366","HAGA S.A. INDUSTRIA E COMERCIO"
"021377","BANCO INDUSTRIAL DO BRASIL"
"014010","PREDILETO ALIMENTOS SA"
"014710","SOLA SA INDS ALIMENTICIAS"
"021202","VIX LOGÍSTICA S/A"
"011320","TELEMAR NORTE LESTE SA"
"009512","PETROLEO BRASILEIRO S.A. PETROBRAS"
"004057","SOUZA CRUZ SA"
"008087","LOJAS AMERICANAS S.A."
"007811","JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL"
"008540","MERCANTIL BRASIL FINANC S.A. C.F.I."
"006505","VIA VAREJO S.A."
"004030","CIA SIDERURGICA NACIONAL"
"003050","AMPLA ENERGIA E SERVICOS S.A."
"003824","CIA PAULISTA DE FORCA E LUZ"
"008893","MONTEIRO ARANHA S.A."
"011207","TECNOSOLO ENGENHARIA S.A. - EMPRESA EM RECUPERAÇÃO JUDICIAL"
"020028","VALID SOLUÇÕES S.A."
"010596","SERGEN SERVS GERAIS DE ENG SA"
"006700","HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL"
"011070","WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A."
"018465","ULTRAPAR PARTICIPACOES S.A."
"016373","CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE"
"010880","SONDOTECNICA ENGENHARIA SOLOS S.A."
"009989","REFINARIA DE PETROLEOS MANGUINHOS S.A."
"003182","DOCAS INVESTIMENTOS SA"
"011231","TEKNO S.A. - INDUSTRIA E COMERCIO"
"003328","CIA HIDRO ELÉTRICA DO SÃO FRANCISCO"
"004170","VALE S.A."
"003980","GERDAU S.A."
"006696","HOTEIS E TURISMO GUANABARA SA"
"080128","LATAM AIRLINES GROUP S.A."
"016616","CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG"
"011592","UNIPAR CARBOCLORO S.A."
"001309","BCO MERCANTIL DE INVESTIMENTOS S.A."
"001724","BMG LEASING S.A. - ARREND. MERCANTIL"
"021172","AMIL PARTICIPAÇÕES S/A"
"017850","ALL - AMÉRICA LATINA LOGÍSTICA MALHA OESTE S.A."
"004820","BRASKEM S.A."
"020710","LOG-IN LOGISTICA INTERMODAL S.A."
"015458","EMBPAR PARTICIPAÇÕES S/A"
"006815","IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL"
"014052","BFB LEASING S.A. ARRENDAMENTO MERCANTIL"
"020524","EVEN CONSTRUTORA E INCORPORADORA S.A."
"014443","CIA SANEAMENTO BASICO EST SAO PAULO"
"020346","PROFARMA DISTRIB PROD FARMACEUTICOS S.A."
"000701","BAHEMA EDUCAÇÃO S.A."
"004774","CONSTRUTORA LIX DA CUNHA S.A."
"016241","SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A."
"020559","SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL"
"014826","CIA BRASILEIRA DE DISTRIBUICAO"
"019640","BRADESCO LEASING S.A. ARREND MERCANTIL"
"022470","MAGAZINE LUIZA S.A."
"020877","HELBOR EMPREENDIMENTOS S.A."
"021440","RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A."
"012190","BOMBRIL S.A."
"011762","VULCABRAS S.A."
"021334","NUTRIPLANT INDUSTRIA E COMERCIO S.A."
"020494","IGUATEMI EMPRESA DE SHOPPING CENTERS S.A"
"013471","PLASCAR PARTICIPACOES INDUSTRIAIS S.A."
"022020","JSL S.A."
"002488","CERAMICA CHIARELLI SA"
"019992","TOTVS S.A."
"019755","HSBC LEASING ARRENDAMENTO MERCANTIL (BRASIL) S/A"
"012262","JPSP INVESTIMENTOS E PARTICIPAÇÕES S/A"
"012530","ITAUTEC S.A. - GRUPO ITAUTEC"
"014850","HAUSCENTER SA"
"005770","EUCATEX S.A. INDUSTRIA E COMERCIO"
"007510","INDUSTRIAS ROMI S.A."
"014559","M&G POLIÉSTER SA"
"001694","BICICLETAS MONARK S.A."
"001686","PRÓ METALURGIA SA"
"020125","ODONTOPREV S.A."
"019046","BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A."
"022381","AUTOMETAL S.A."
"014346","WHIRLPOOL S.A."
"021199","BCO PAN S.A."
"013447","POLPAR S.A."
"014931","DIXIE TOGA SA"
"009393","PARANAPANEMA S.A."
"008036","LIGHT SERVICOS DE ELETRICIDADE S.A."
"008575","MAHLE-METAL LEVE S.A."
"010472","SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL"
"008672","JEREISSATI PARTICIPACOES S.A."
"022306","RAIA S.A."
"007978","LARK SA MAQ E EQUIPAMENTOS"
"012319","INDUSTRIAS J B DUARTE S.A."
"012793","FIBRIA CELULOSE S.A."
"009067","SUZANO HOLDING S.A."
"003654","CIA MELHORAMENTOS DE SAO PAULO"
"000906","BCO BRADESCO S.A."
"001384","BCO ALFA DE INVESTIMENTO S.A."
"021881","FLEURY S.A."
"001520","BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL"
"019348","ITAU UNIBANCO HOLDING S.A."
"004650","CONFAB INDUSTRIAL SA"
"009083","NORDON INDUSTRIAS METALURGICAS S.A."
"020680","BANCO SOFISA SA"
"014320","USINAS SID DE MINAS GERAIS S.A.-USIMINAS"
"002577","CESP - CIA ENERGETICA DE SAO PAULO"
"004723","CONSTRUTORA ADOLPHO LINDENBERG S.A."
"020885","BCO INDUSVAL S.A."
"008397","MANGELS INDUSTRIAL S.A."
"016306","ROSSI RESIDENCIAL S.A."
"009040","NADIR FIGUEIREDO IND E COM S.A."
"010456","ALPARGATAS S.A."
"004448","COBRASMA S.A."
"008427","MANUFATURA DE BRINQUEDOS ESTRELA S.A."
"001970","BRASMOTOR SA"
"002100","CAMBUCI S.A."
"005762","ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL"
"014923","SANTHER FAB DE PAPEL STA THEREZINHA S.A."
"011932","IOCHPE MAXION S.A."
"012823","SIDERURGICA J. L. ALIPERTI S.A."
"022055","MARISA LOJAS S.A."
"004758","CONSTRUTORA BETER SA"
"011975","AZEVEDO E TRAVASSOS S.A."
"001562","BAUMER S.A."
"006017","FIBAM COMPANHIA INDUSTRIAL"
"019623","DIAGNOSTICOS DA AMERICA S.A."
"007617","ITAÚSA S.A."
"019798","PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A"
"003190","REDE ENERGIA PARTICIPAÇÕES S.A."
"005258","RAIA DROGASIL S.A."
"014176","ELETROPAULO METROP. ELET. SAO PAULO S.A."
"015636","CIA GAS DE SAO PAULO - COMGAS"
"009415","SAO PAULO TURISMO S.A."
"019844","SAFRA LEASING SA ARRENDAMENTO MERCANTIL"
"020753","BANCO CRUZEIRO DO SUL SA"
"020567","BCO PINE S.A."
"020796","BCO DAYCOVAL S.A."
"019631","CAMARGO CORREA CIMENTOS SA"
"021466","BANCO RCI BRASIL S.A."
"014214","DIBENS LEASING S.A. - ARREND.MERCANTIL"
"020451","RNI NEGÓCIOS IMOBILIÁRIOS S.A."
"020486","CAMARGO CORREA DESENVOLVIMENTO IMOBILIARIO SA"
"020389","TC SECURITIES CIA DE SECURITIZAÇÃO"
"020702","VIVER INCORP. E CONSTRUTORA S.A. - EM RECUPERAÇÃO JUDICIAL"
"020931","MINERVA S.A."
"019496","REDFACTOR FACTORING E FOMENTO COML S/A"
"015121","CCB BRASIL ARRENDAMENTO MERCANTIL S.A."
"021032","ALGAR TELECOM S/A"
"021148","CONSTRUTORA TENDA S.A."
"019550","NATURA COSMETICOS S.A."
"014460","CYRELA BRAZIL REALTY S.A.EMPREEND E PART"
"014303","SNB PARTICIPACOES SA"
"015024","FENICIAPAR S/A"
"003336","CIA. IGUAÇU DE CAFÉ SOLÚVEL"
"014311","CIA PARANAENSE DE ENERGIA - COPEL"
"018627","CIA SANEAMENTO DO PARANA - SANEPAR"
"020974","COMPANHIA PROVIDENCIA IND E COMERCIO"
"011312","OI S.A. - EM RECUPERAÇÃO JUDICIAL"
"007595","INEPAR S.A. INDUSTRIA E CONSTRUCOES"
"002909","CIA CACIQUE CAFE SOLUVEL"
"014761","CIA HERING"
"015610","CECRISA REVESTIMENTOS CERAMICOS SA"
"008605","METALGRAFICA IGUACU S.A."
"020362","POSITIVO TECNOLOGIA S.A."
"015113","IGUACU CELULOSE PAPEL SA"
"020656","BEMATECH IND COM EQUIP ELETRONICOS SA"
"016861","CIA CATARINENSE DE AGUAS E SANEAM.-CASAN"
"011223","TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL"
"004146","KARSTEN S.A."
"008117","LOJAS HERING S.A."
"020141","CREMER SA"
"005380","ELECTRO ACO ALTONA S.A."
"005827","FAB TECIDOS CARLOS RENAUX SA - EM RECUPERACAO JUDICIAL"
"002038","BUETTNER SA IND E COMERCIO - EM RECUPERAÇÃO JUDICIAL"
"003549","CIA INDUSTRIAL SCHLOSSER S.A."
"007544","TEXTIL RENAUXVIEW S.A."
"013773","PBG S/A"
"002461","CENTRAIS ELET DE SANTA CATARINA S.A."
"003174","CIA DOCAS DE IMBITUBA"
"005410","WEG S.A."
"008486","MARISOL SA"
"006343","TUPY S.A."
"005207","DOHLER S.A."
"011991","WETZEL S.A. EM RECUPERAÇÃO JUDICIAL"
"008648","METALURGICA DUQUE SA"
"014664","SCHULZ S.A."
"015407","TERMINAIS PORTUARIOS PONTA DO FELIX S.A."
"013439","METALURGICA RIOSULENSE S.A."
"019801","BUDDEMEYER S/A"
"008753","METISA METALURGICA TIMBOENSE S.A."
"019658","POMIFRUTAS S/A"
"010561","SEIVA S.A. - FLORESTAS E INDÚSTRIAS"
"013285","JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP"
"003298","CIA HABITASUL DE PARTICIPACOES"
"006211","FRAS-LE S.A."
"005312","MUNDIAL S.A. - PRODUTOS DE CONSUMO"
"008451","MARCOPOLO S.A."
"006378","GAZOLA SA INDÚSTRIA METALURGICA"
"014109","RANDON S.A. IMPLEMENTOS E PARTICIPACOES"
"020745","SLC AGRICOLA S.A."
"020060","LUPATECH S.A. - EM RECUPERAÇÃO JUDICIAL"
"012858","DIGITEL SA INDUSTRIA ELETRONICA"
"012653","KLABIN S.A."
"013030","CONSTRUTORA SULTEPA S.A."
"019615","GRENDENE S.A."
"013765","MINUPAR PARTICIPACOES S.A."
"020532","BCO SANTANDER (BRASIL) S.A."
"007064","IND MAQS AGRICOLAS FUCHS SA"
"012572","RECRUSUL S.A."
"006076","FINANSINOS S.A.- CREDITO FINANC E INVEST"
"013412","ÉVORA SA"
"007870","KEPLER WEBER S.A."
"004537","GRAZZIOTIN S.A."
"008192","TREVISA INVESTIMENTOS S.A."
"000140","YARA BRASIL FERTILIZANTES"
"009342","DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS"
"008656","METALURGICA GERDAU S.A."
"000094","PANATLANTICA S.A."
"001210","BCO ESTADO DO RIO GRANDE DO SUL S.A."
"003204","CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT"
"015822","BANRISUL ARMAZENS GERAIS SA"
"006629","HERCULES S.A. FABRICA DE TALHERES"
"008133","LOJAS RENNER S.A."
"006173","TAURUS ARMAS S.A."
"002429","IRANI PAPEL E EMBALAGEM S.A."
"016748","CIA RIOGRANDENSE DE SANEAMENTO"
"005150","DHB IND E COMERCIO SA"
"010960","SPRINGER S.A."
"013790","SDV ADM-DE SHOPPING CENTERS SA"
"013854","CEMEPE INVESTIMENTOS S.A."
"018279","RASIP AGRO PASTORIL SA"
"001570","EXCELSIOR ALIMENTOS S.A."
"004693","CONSERVAS ODERICH S.A."
"021091","DURATEX S.A."
"023000","LIGHT ENERGIA S.A."
"023060","TRIÂNGULO DO SOL AUTO-ESTRADAS S.A."
"022799","SENIOR SOLUTION S.A."
"023035","LINX S.A."
"022810","ELDORADO BRASIL CELULOSE S.A."
"020036","BRASILAGRO - CIA BRAS DE PROP AGRICOLAS"
"021709","CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES"
"080071","COSAN LIMITED"
"022535","COPERSUCAR S.A."
"022926","VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA"
"022136","TEREOS INTERNACIONAL S/A"
"022870","COMPANHIA AURIFERA BRASILEIRA S.A."
"023086","INTERMULTIMODAL S.A."
"023078","EOX ENERGIA EÓLICA S.A."
"023027","LOUCOS POR FUTEBOL S.A."
"023094","UTILIUM PARTICIPAÇÕES S.A."
"023043","INTELLECTUAL SERVICES S.A - GESTÃO DE ATIVOS DO CONHECIMENTO"
"022977","FERREIRA GOMES ENERGIA S.A."
"022837","DROGARIAS AMERICANAS S.A."
"022900","PLAY BEVERAGE SOUTH AMERICA S.A."
"022896","EKOPARKING S.A."
"022888","INTERCOSMETIC HOLDING S.A."
"022934","ATLETAS BRASILEIROS S.A."
"023124","COMPANHIA FERRIFERA BRASILEIRA S.A."
"022772","VIGOR ALIMENTOS S.A."
"022802","REIT SECURITIZADORA DE RECEBÍVEIS IMOBILIÁRIOS S/A"
"022578","HARPIA ÔMEGA PARTICIPAÇÕES S.A."
"022586","MLOG S.A."
"023051","TECNO WASTE S.A."
"022918","ATIVOS BRASILEIROS S.A."
"022705","BRASIL TRAVEL TURISMO E PARTICIPAÇÕES S.A."
"022730","SEABRAS SERVIÇOS DE PETRÓLEO S.A"
"022640","NISA PARTICIPACOES S.A."
"022667","NAOMI PARTICIPAÇÕES S.A."
"022632","BELEZA PARTICIPAÇÕES S.A."
"022659","NOAH PARTICIPAÇÕES S.A."
"023019","FONTAINE VILLE PARTICIPAÇÕES S/A"
"080144","PACIFIC RUBIALES ENERGY CORP."
"022853","FRIGOL FOODS PARTICIPAÇÕES S.A."
"022969","RIO MONSARÁS PARTICIPAÇÕES S.A."
"080152","PPLA PARTICIPATIONS LTD."
"023574","INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A."
"022942","MGI - MINAS GERAIS PARTICIPAÇÕES S.A."
"022985","NORTEC QUÍMICA S.A."
"022829","CIMENTO TUPI S.A."
"001201","BANCO BERJ S.A."
"012220","USINA COSTA PINTO SA ACUC ALC"
"019836","COSAN S.A."
"020516","SAO MARTINHO S.A."
"012181","MARAMBAIA ENERGIA RENOVÁVEL SA"
"022993","COMPANHIA DE CRÉDITO FINANCIAMENTO E INVESTIMENTO RCI BRASIL"
"518700","BRAMEX - BRASIL MERCANTIL S.A."
"009539","PETTENATI S.A. INDUSTRIA TEXTIL"
"022780","UNICASA INDÚSTRIA DE MÓVEIS S.A."
"023167","RODOVIAS DAS COLINAS S.A."
"080101","SOLVAY INDUPA SAIC"
"023264","AMBEV S.A."
"023175","IGUA SANEAMENTO S.A."
"023213","ITAQUI GERAÇÃO DE ENERGIA S.A."
"080063","BCO PATAGONIA S.A."
"023272","LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES"
"023248","ANIMA HOLDING S.A."
"023329","TERMELÉTRICA PERNAMBUCO III S.A."
"023310","CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A."
"023345","SUL INVEST SECURITIZADORA S/A"
"023132","BSI CAPITAL SECURITIZADORA S.A."
"023191","DELUXE MOTORS S.A."
"023205","BR TOWERS SPE1 S.A"
"080136","TGLT S/A"
"022764","GAIA IMPACTO SECURITIZADORA S.A."
"023353","CAPITALE SECURITIZADORA DE CRÉDITO S/A"
"023108","BPMB I PARTICIPAÇÕES S.A."
"022845","BIOSEV S.A."
"022861","MBK SECURITIZADORA SA"
"023140","SMILES S.A."
"022950","AR CAPITAL SECURITIES COMPANHIA SECURITIZADORA S.A."
"023116","FINPAR PARTICIPAÇÕES S/A"
"023159","BB SEGURIDADE PARTICIPAÇÕES S.A."
"023302","QUALITY SOFTWARE S.A."
"023280","OURO VERDE LOCACAO E SERVICO S.A."
"023183","ALTUS SISTEMAS DE AUTOMAÇÃO S.A."
"023434","LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL"
"023469","PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO"
"023442","ÁGUAS GUARIROBA S.A"
"080160","BANCO SANTANDER S.A."
"023531","CLARO TELECOM PARTICIPAÇÕES S.A."
"023230","RAIZEN ENERGIA S.A."
"023396","AEGEA SANEAMENTO E PARTICIPAÇÕES S.A."
"023493","DOMMO ENERGIA S.A."
"023426","OMEGA GERAÇÃO S.A."
"023388","SANTO ANTONIO ENERGIA S.A."
"023418","GAVEA SECURITIZADORA S/A"
"023299","JP PARTICIPAÇÕES S.A."
"023540","SALUS INFRAESTRUTURA PORTUARIA SA"
"023515","CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A."
"023370","FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A."
"023485","COSAN LOGISTICA S.A."
"023337","ISEC BRASIL SECURITIZADORA S/A"
"023256","CONSULT SECURITIZADORA S/A"
"023523","PORTO SUDESTE V.M. S.A."
"023450","RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A."
"023736","FORNO DE MINAS ALIMENTOS S.A."
"023612","MAESTRO LOCADORA DE VEICULOS S.A."
"023680","LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A"
"023671","LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A"
"023779","BS&C EMPREENDIMENTOS E PARTICIPAÇÕES S.A."
"023728","PRÁTICA PARTICIPAÇÕES S/A"
"023710","BR HOME CENTERS S.A."
"023604","YOU INC INCORPORADORA E PARTICIPAÇÃO S.A"
"023620","CBO HOLDING S.A."
"503711","ÓLEOS DE PALMA S.A. AGROINDUSTRIAL"
"023906","NASA SECURITIZADORA S.A."
"023582","ECO101 CONCESSIONÁRIA DE RODOVIAS S.A."
"023868","CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL"
"023744","RENOVA COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A."
"023884","ECO050 CONCESSIONÁRIA DE RODOVIAS S.A."
"023400","SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A."
"023361","SPE AKRO SECURITIZADORA S.A."
"023833","CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A."
"023892","CONCESSIONÁRIA BR-040 S.A."
"023477","LOGOS COMPANHIA SECURITIZADORA S/A"
"023507","OURO FINO SAUDE ANIMAL PARTICIPACOES S.A."
"023752","SEC TWO COMPANHIA SECURITIZADORA DE CRÉDITOS"
"023760","REAG SECURITIES - SECURITIZADORA DE CRÉDITOS  S/A"
"003450","COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES"
"023701","ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A"
"023825","MOVIDA PARTICIPACOES SA"
"023558","LEADS CIA. SECURITIZADORA"
"023566","FORTUNATO SECURITIZADORA S/A"
"023876","GPR - PINHEIRO & RINALDO CAPITAL S/A"
"023639","FINSBURY PARTICIPAÇÕES S.A."
"023663","FOXFIELD PARTICIPAÇÕES S.A."
"023655","FOURSTONES PARTICIPAÇÕES S.A."
"023647","FRIESTON PARTICIPAÇÕES S.A."
"023809","COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS"
"023817","BRQ SOLUCOES EM INFORMATICA S.A."
"023590","WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A."
"024015","NCF PARTICIPAÇÕES S/A"
"023965","CINESYSTEM S.A."
"023930","BRASILIANA PARTICIPAÇÕES S/A"
"024104","CONCESSIONÁRIA DA RODOVIA MG-050 S.A."
"024066","TCP TERMINAL DE CONTEINERES DE PARANAGUA SA"
"023957","SUGOI S.A."
"024074","PERDIZES - SECURITIZADORA DE RECEBÍVEIS COMERCIAIS S/A"
"023973","AVAL SECURITIZADORA DE CREDITOS S.A."
"023922","CONCESSIONÁRIA ROTA DO OESTE S.A."
"024040","GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S/A."
"023850","BTGI QUARTZO PARTICIPAÇÕES S/A"
"023841","BTGI SAFIRA PARTICIPAÇÕES S/A"
"023787","RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A."
"023698","SENECA COMPANHIA SECURITIZADORA"
"023795","CAIXA SEGURIDADE PARTICIPAÇÕES S.A."
"023949","COMPANHIA CARIOCA DE SECURITIZAÇÃO S.A. - RIO SECURITIZAÇÃO"
"023914","COMPANHIA PARANAENSE DE SECURITIZAÇÃO - PRSEC"
"024058","CENTRO DE IMAGEM DIAGNOSTICOS S.A."
"024244","MAGNESITA MINERAÇÃO S.A."
"024252","SMILES FIDELIDADE S.A."
"023981","CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A."
"024260","SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A."
"024112","AZUL S.A."
"024279","INTER CONSTRUTORA E INCORPORADORA S.A."
"024350","FLEX GESTÃO DE RELACIONAMENTOS S.A."
"024287","BRASIL SECURITIZADORA S/A"
"024317","BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA"
"024236","PRINER SERVIÇOS INDUSTRIAIS S.A."
"024090","INSTITUTO HERMES PARDINI S.A."
"024155","COMPANHIA ENERGÉTICA SINOP S/A"
"080179","BIOTOSCANA INVESTMENTS S.A."
"024163","PACIFIC RDSL PARTICIPAÇÕES S.A."
"024139","CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE"
"024309","VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S/A"
"024210","ARGO TRANSMISSÃO DE ENERGIA S/A"
