"cd_cvm","nome_companhia"
"024120","ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A"
"024023","TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S/A"
"024031","TRIUNFO SECURITIZADORA DE ATIVOS S/A"
"023990","VERT COMPANHIA SECURITIZADORA"
"024198","LGT HUB PARTICIPAÇÕES S.A."
"024082","TRAVESSIA SECURITIZADORA S.A."
"024341","ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A."
"024180","IRB - BRASIL RESSEGUROS S.A."
"024295","PETROBRAS DISTRIBUIDORA S/A"
"024171","ATACADÃO S.A."
"024201","STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS"
"024406","BANCO INTER S.A."
"024660","BBM LOGÍSTICA S.A."
"024414","DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS S.A"
"024490","SABER SERVIÇOS EDUCACIONAIS S.A."
"024708","NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS"
"024392","HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A."
"024473","JHSF MALLS S.A."
"024546","PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A."
"024376","HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A"
"024384","NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A."
"024538","RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A."
"024503","AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A."
"024449","USINAGEM EDLYN PARTICIPAÇÕES S.A."
"024457","EQUATORIAL TRANSMISSORA 7 SPE S.A."
"024325","EDAFO SECURITIZADORA S/A"
"024147","CIA SEC CRED FIN CARTÕES CONSIG BMG"
"024333","TOKE INVEST SECURITIZADORA S.A"
"024481","EQUATORIAL TRANSMISSORA 8 SPE S.A."
"025607","VIAPAULISTA S.A."
"024589","ENERGISA TRANSMISSÃO DE ENERGIA S/A"
"024368","RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"024422","COMPANHIA ENERGÉTICA JAGUARA"
"024430","COMPANHIA ENERGÉTICA MIRANDA"
"024686","ROMAXIS SECURITIZADORA S.A."
"024619","ESTTEIO COMPANHIA SECURITIZADORA DE CRÉDITOS"
"024635","RHC SECURITIZADORA DE CRÉDITOS S/A"
"024627","BLAU FARMACÊUTICA S.A."
"90212","MULTILASER INDUSTRIAL S.A."
"024600","BANCO BMG S/A"
"024228","CAMIL ALIMENTOS S.A."
"024554","BANRISUL CARTÕES S.A."
"024880","LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A."
"024937","LINHA AMARELA S.A. - LAMSA"
"024813","LOCALIZA FLEET S.A."
"024910","LOCAWEB SERVIÇOS DE INTERNET S.A."
"024872","LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A"
"024929","TIM S.A."
"024740","COPEL GERAÇÃO E TRANSMISSÃO S.A."
"024759","LITELA PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO"
"024767","VENTOS DO SUL ENERGIA S.A."
"024821","REDE D'OR SÃO LUIZ S.A."
"024864","ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A"
"024902","MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A."
"025828","MOVIDA LOCAÇÃO DE VEÍCULOS S.A."
"025135","BOA VISTA SERVIÇOS S.A."
"024694","GRUPO SBF S.A."
"024775","BCBF PARTICIPAÇÕES S.A."
"025178","COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG"
"025623","RIO PARANA ENERGIA S.A."
"024716","VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A."
"024830","BRK AMBIENTAL PARTICIPAÇÕES S.A."
"024570","COPISEC SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A."
"024899","CONSIGNADOS I COMPANHIA SECURITIZADORA CRÉDITOS FINANCEIROS"
"024511","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-REBEL"
"024520","COMPANHIA SECURITIZADORA DE CRÉD. FINANCEIROS VERT-NEXOOS"
"024562","GUARDIAN COMPANHIA SECURITIZADORA"
"024597","CELEO REDES TRANSMISSÃO DE ENERGIA S.A."
"024643","CASA DE PEDRA SECURITIZADORA DE CREDITO S/A"
"024651","CONTAGEM SECURITIZADORA DE CRÉDITOS S.A."
"024732","FILADÉLFIA SECURITIZADORA S/A"
"024678","SLOT URBANISMO S/A"
"024724","COBUCCIO SECURITIZADORA DE CRÉDITOS S.A."
"024848","C&A MODAS S.A."
"026069","ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A."
"025577","EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A."
"025160","SEQUOIA LOGÍSTICA E TRANSPORTES S.A."
"024945","USINA TERMELÉTRICA PAMPA SUL S.A."
"026166","GRUPO FARTURA DE HORTIFRUT S.A."
"025372","SENDAS DISTRIBUIDORA S.A."
"025410","SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A."
"025003","SIMPAR S.A."
"080187","AURA MINERALS INC."
"025224","2W ECOBANK S.A."
"025100","CURY CONSTRUTORA E INCORPORADORA S.A."
"026115","GUARARAPES PAINÉIS S.A."
"025585","CSN MINERAÇÃO S.A."
"025500","BEMOBI MOBILE TECH S.A."
"025348","ELFA MEDICAMENTOS S.A."
"025470","MOSAICO TECNOLOGIA AO CONSUMIDOR S.A."
"025534","OCEANPACT SERVIÇOS MARITIMOS S.A."
"025569","ELETROMIDIA S.A."
"024988","NORTE BRASIL TRANSMISSORA DE ENERGIA S.A."
"025852","W2W E-COMMERCE DE VINHOS S.A."
"025399","NEOGRID PARTICIPAÇÕES S.A."
"025011","GRUPO DE MODA SOMA S.A."
"025437","URBA DESENVOLVIMENTO URBANO S.A."
"025704","BOA SAFRA SEMENTES S.A."
"025550","ORIZON VALORIZAÇÃO DE RESÍDUOS S.A."
"025291","3R PETROLEUM ÓLEO E GÁS S.A."
"025046","D1000 VAREJO FARMA PARTICIPAÇÕES S.A."
"025119","MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A."
"025097","NORTE ENERGIA S.A."
"025283","AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A."
"024961","AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A."
"024996","RIVA INCORPORADORA S.A"
"025232","MÉLIUZ S.A."
"025321","GRANBIO INVESTIMENTOS S.A."
"025518","WESTWING COMÉRCIO VAREJISTA S.A."
"025402","HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A."
"025313","HOUSI S.A."
"025542","CVLB BRASIL S.A."
"025275","ALPHAVILLE S.A."
"025259","ENJOEI S.A."
"025836","DOTZ S.A."
"025089","PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A."
"025330","ALLIED TECNOLOGIA S.A."
"025658","AGROGALAXY PARTICIPAÇÕES S.A."
"025127","COMPASS GÁS E ENERGIA S.A."
"025305","PATRIMAR ENGENHARIA S.A."
"025194","TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A."
"025186","GRUPO MATEUS S.A."
"025062","LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A."
"025445","MPM CORPÓREOS S.A."
"025488","FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A."
"025615","ÁGUAS DE TERESINA SANEAMENTO SPE S.A."
"025216","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-RECARG"
"025461","MOBLY S.A."
"025356","CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A."
"025020","CIA. SECURITIZADORA DE CREDITOS FINANCEIROS VERT-GYRA"
"024783","NATURA &CO HOLDING S.A."
"024791","PJBANK SECURITIZADORA S.A."
"024805","VIVARA PARTICIPAÇÕES S.A."
"025267","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-PROVI"
"024856","UP ENGENHARIA E URBANISMO S.A."
"024970","BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A"
"025739","CS BRASIL PARTICIPAÇÕES E LOCAÇÕES S.A."
"026107","CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II"
"026263","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS VERT-VIRTUS"
"025380","EZ INC INCORPORAÇÕES COMERCIAIS S.A."
"025054","TRUE COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS II"
"025631","KALUNGA S.A"
"025763","VITTIA S.A."
"025208","TRACK & FIELD CO S.A."
"024953","ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A."
"025526","CRUZEIRO DO SUL EDUCACIONAL S.A."
"025429","FARMÁCIA E DROGARIA NISSEI S.A."
"025453","INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA"
"025143","PACAEMBU CONSTRUTORA S.A."
"025038","LOJAS QUERO QUERO S.A."
"026190","CARAMURU ALIMENTOS S.A."
"026174","AES BRASIL OPERAÇÕES S.A."
"025666","LG INFORMÁTICA S.A."
"026050","UNIFIQUE TELECOMUNICAÇÕES S.A."
"026468","HOSPITAL ANCHIETA S.A."
"025496","JALLES MACHADO S.A."
"025780","PETRORECÔNCAVO S.A."
"026476","AMMO VAREJO S.A."
"026093","CLEAR SALE S.A."
"025925","BIONEXO S.A."
"026301","UNIGEL PARTICIPAÇÕES S.A."
"025895","LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A."
"026425","AÇO VERDE DO BRASIL S.A"
"026557","DATORA PARTICIPAÇÕES E SERVIÇOS S.A."
"026158","ESSENTIA PCHS S.A."
"026026","DESKTOP S.A."
"026590","AURA ALMAS MINERAÇÃO S.A."
"026603","GSH CORP PARTICIPAÇÕES S.A."
"025798","KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A."
"025712","GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A."
"025976","YUNY INCORPORADORA HOLDING S.A."
"026271","ENVIRONMENTAL ESG PARTICIPAÇÕES S.A."
"026719","MANAUS TRANSMISSORA DE ENERGIA S.A"
"026140","GETNET ADQ E SERV PARA MEIOS DE PAGTO S.A. - INST PAGTO"
"025941","PRIVALIA BRASIL S.A."
"025860","BR ADVISORY PARTNERS PARTICIPAÇÕES S.A."
"026123","ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A."
"025682","CM HOSPITALAR S.A"
"025879","KORA SAÚDE PARTICIPAÇÕES S.A."
"026379","MADERO INDÚSTRIA E COMÉRCIO S.A."
"025887","GETNINJAS S.A."
"026638","CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A."
"025690","HOSPITAL MATER DEI S.A."
"026182","LABORATÓRIO TEUTO BRASILEIRO S.A."
"026760","TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A."
"026336","FULWOOD S.A."
"025933","HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A."
"026565","HOLDING DO ARAGUAIA S.A."
"025909","EMCCAMP RESIDENCIAL S.A."
"026085","BRISANET PARTICIPAÇÕES S.A."
"026670","ARGO VI TRANSMISSÃO DE ENERGIA S.A."
"026662","ARGO V TRANSMISSÃO DE ENERGIA S.A."
"026573","TROCAFONE S.A."
"026417","OLIVEIRA TRUST S.A."
"026654","ARGO VII TRANSMISSÃO DE ENERGIA S.A."
"026794","SELF IT ACADEMIAS HOLDING S.A."
"026689","HOLDING VERZANI E SANDRINI S.A."
"025070","PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A."
"080209","NU HOLDINGS LTD."
"026204","BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A."
"025771","HOSPITAL CARE CALEDONIA S.A."
"026280","COMERC PARTICIPAÇÕES S.A."
"025844","TEGRA INCORPORADORA S.A."
"025755","BANCO MODAL S.A."
"025810","ATHENA SAÚDE BRASIL SA"
"026409","VERO S.A."
"026131","ENTALPIA PARTICIPAÇÕES S.A."
"026247","WILSON SONS S.A."
"025917","RAÍZEN S.A."
"026484","RUMO MALHA CENTRAL S.A."
"026581","CONCESSIONÁRIA ECOVIAS DO CERRADO S.A."
"026018","CIA. SEC. DE CRÉDITOS FINANCEIROS VERT-PROVI II"
"025593","COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS - VERT 5"
"025151","MISSISSIPI SECURITIZADORA S/A"
"025640","AES BRASIL ENERGIA S.A."
"025240","TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A."
"026298","RIO ENERGY PARTICIPAÇÕES S.A."
"025720","RIO ALTO ENERGIAS RENOVÁVEIS S.A."
"080195","G2D INVESTMENTS, LTD."
"025747","INFRACOMMERCE CXAAS S.A."
"026530","CENCOSUD BRASIL COMERCIAL S.A."
"025364","HLASA PARTICIPAÇÕES S.A."
"025674","HMOBI PARTICIPAÇÕES S.A."
"026042","PLAYBANCO SECURITIZADORA S.A."
"026905","IFIN PARTICIPAÇÕES S.A."
"025968","HUMAITA SECURITIZADORA S/A"
"026360","DORI ALIMENTOS S.A."
"026034","MULTILASER INDUSTRIAL S.A."
"025801","RODOBENS SA"
"026700","EUROFARMA LABORATÓRIOS S.A."
"025984","COMPANHIA BRASILEIRA DE ALUMÍNIO"
"025992","INTERCEMENT BRASIL S.A."
"026395","ALMEIDA JUNIOR SHOPPING CENTERS S.A."
"026255","TIGRE S.A. PARTICIPAÇÕES"
"025950","TRÊS TENTOS AGROINDUSTRIAL S/A"
"026891","ELETRORIVER S.A."
"027022","V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A."
"027090","TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A."
"026883","BSB ENERGÉTICA S.A."
"027367","LIGGA TELECOMUNICAÇÕES S.A."
"026808","COPEL DISTRIBUIÇÃO S.A."
"026387","INTERPLAYERS SOLUÇÕES INTEGRADAS S.A."
"026697","FOZ DO RIO CLARO ENERGIA S.A."
"026522","CERRADINHO BIOENERGIA S.A."
"026514","ASA BRANCA HOLDING S.A."
"026921","CICLUS AMBIENTAL RIO S/A"
"026964","REAG INVESTIMENTOS S.A."
"026611","MNLT S.A."
"027138","SAFIRA HOLDING S.A."
"027111","XP INVESTIMENTOS S.A."
"027103","CHINA THREE GORGES BRASIL ENERGIA S.A."
"027057","VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A."
"026972","CREDGRID SERVIÇOS FINANCEIROS S.A."
"080225","ALMACENES ÉXITO S.A."
"026816","QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A."
"026077","TC S.A."
"027197","TURBI COMPARTILHAMENTO DE VEÍCULOS S.A."
"026620","AUREN ENERGIA S.A."
"026956","OCEÂNICA ENGENHARIA E CONSULTORIA S.A."
"026948","ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A."
"026875","EIXO SP CONCESSIONÁRIA DE RODOVIAS S.A."
"026859","CONCESSIONÁRIA CATARINENSE DE RODOVIAS S.A."
"026328","MONTE RODOVIAS S.A."
"026832","ANEMUS WIND HOLDING S.A."
"026930","AMAZONE FUN PARKS S.A."
"026999","BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A."
"027154","COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G"
"026000","TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A."
"027006","RIO ALTO STL HOLDING I S.A."
"026310","CIA. SECURITIZADORA DE CRED. FIN. VERT-UME"
"026239","PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC"
"027014","SOLAR BEBIDAS S.A."
"026646","CANTU STORE S.A."
"026344","MOTTU I S.A"
"026352","RODOVIAS DO BRASIL HOLDING S.A."
"026220","CERES SECURITIZADORA S/A"
"026212","CANAL COMPANHIA DE SECURITIZAÇÃO"
"027294","CONCESSIONARIA ROTA DE SANTA MARIA S.A"
"026433","ALVAREZ & MARSAL INVESTIMENTOS I S.A."
"026735","ÁGUAS DO RIO 1 SPE S.A."
"026727","IGUÁ RIO DE JANEIRO S.A."
"026441","SERENA ENERGIA S.A."
"026492","TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A."
"026743","ÁGUAS DO RIO 4 SPE S.A."
"080217","INTER & CO, INC."
"057886","INTER & CO, INC."
"026778","VERT-11 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"026450","VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"026751","VERT-10 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS"
"026824","TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A."
"026913","VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A."
"027030","ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA"
"026867","UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A."
"027065","COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ"
"026549","CLARANET TECHNOLOGY S.A."
"026786","SENIOR SISTEMAS S.A."
"026980","BORRACHAS VIPAL S.A."
"014206","BRB BANCO DE BRASILIA S.A."
"014451","COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB"
"020990","AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL"
"021733","CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO"
"015709","RUMO MALHA SUL S.A."
"027189","VOTORANTIM CIMENTOS S.A."
"020044","CSU DIGITAL S.A."
"027200","PETRO RIO JAGUAR PETRÓLEO S.A."
"016705","YBYRÁ CAPITAL S.A."
"017868","INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA"
"017493","CAPITALPART PARTICIPACOES S.A."
"018554","PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"
"018236","CONFIANZA SECURITIZADORA SA"
"018406","OPEA SECURITIZADORA S.A."
"020478","PDG REALTY S.A. EMPREEND E PARTICIPACOES"
"027049","ORIZON MEIO AMBIENTE S.A."
"019879","LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL"
"019100","ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL"
"027391","BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A."
"022799","SINQIA S.A."
"027324","AGASUS S.A."
"021555","LOCAMÉRICA RENT-A-CAR S.A."
"022357","ALLOS S.A."
"019720","SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS"
"020630","FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A."
"027430","ALUBAR METAIS E CABOS S.A."
"024546","PRÁTICA PRODUTOS S.A."
"021180","NEXPE PARTICIPAÇÕES S.A"
"020818","VIRGO COMPANHIA DE SECURITIZAÇÃO"
"021040","SYN PROP & TECH S.A."
"021342","OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL"
"023426","SERENA GERAÇÃO S.A."
"022446","K-INFRA RODOVIA DO AÇO S.A."
"021644","PDG COMPANHIA SECURITIZADORA"
"024279","INC EMPREENDIMENTOS IMOBILIÁRIOS S.A."
"022691","COMPANHIA DE LOCAÇÃO DAS AMÉRICAS"
"022187","PRIO S.A."
"024350","FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL"
"022250","ORE  SECURITIZADORA SA"
"024317","ZAMP SA"
"027260","CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A."
"001244","BANCO BESA S.A."
"027405","CONCESSIONÁRIA VIARIO S.A."
"027383","LETS RENT A CAR S/A"
"005983","FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL"
"027120","EMPRESA BRASILEIRA DE ENGENHARIA E COMÉRCIO S.A. EBEC"
"003271","ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A"
"020621","FERTILIZANTES HERINGER S.A."
"022012","MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A."
"027340","CONSTRUTORA METROCASA S.A."
"024333","AUZZA SECURITIZADORA S. A."
"027456","ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A."
"027227","ORIGEM ENERGIA S.A."
"021202","VIX LOGÍSTICA S.A."
"008540","CREDITAQUI FINANCEIRA S.A. - C.F.I."
"006505","GRUPO CASAS BAHIA S.A."
"024295","VIBRA ENERGIA S/A"
"027251","INSPIRALI EDUCAÇÃO S.A."
"017850","RUMO MALHA OESTE S.A."
"027308","REFINARIA DE MANAUS S.A."
"027073","SOLVI ESSENCIS AMBIENTAL S.A."
"027235","VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A."
"023590","WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A."
"027146","RIO+ SANEAMENTO BL 3 S.A."
"024058","ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A."
"027413","AUTOMOB S.A."
"027243","CLI SUL S.A."
"027421","CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A"
"027359","ÁGUAS DO SERTÃO S.A."
"016241","SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA"
"027081","NOVA SOCIEDADE DE NAVEGAÇÃO S.A."
"021440","VESTE S.A. ESTILO"
"007510","ROMI S.A."
"009393","PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL"
"008672","IGUATEMI S.A."
"016306","ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL"
"020567","BCO PINE S.A"
"020702","VIVER INCORPORADORA E CONSTRUTORA S.A."
"023280","UNIDAS LOCAÇÕES E SERVIÇOS S.A."
"007595","INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL"
"027219","GRANJA FARIA S.A."
"011991","WETZEL S.A."
"015407","PORTO PONTA DO FELIX S/A"
"019658","POMIFRUTAS S/A EM RECUPERACAO JUDICIAL"
"020060","LUPATECH S.A"
"013030","CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL"
"006076","DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"
"003204","CIA ESTADUAL DE TRANSMISSÃO DE ENERGIA ELETRICA - CEEE-T"
"021091","DEXCO S.A."
"027375","BRASIL BIOFUELS S.A."
"027316","BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A"
"026280","COMERC ENERGIA S.A."
"027332","HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A."
"027448","PARSAN S.A."
"027162","UNIDAS LOCADORA S.A."
"027464","CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A"
"027278","DESCARBONIZE SOLUÇÕES S.A."
"024910","LWSA S/A"
"026034","GRUPO MULTI S.A."
"003204","CPFL TRANSMISSÃO S.A."
